extension	toml		206;118;136
extension	torrent	󰈔	138;138;138
extension	tpl		249;240;107
extension	trans	󰈔	138;138;138
extension	trashinfo	󰈔	138;138;138
extension	ts	󰛦	181;169;133
extension	tsv		164;153;120
extension	tsx		164;153;120
extension	ttf	󰈔	138;138;138
extension	ttl	󰅭	255;220;185
extension	txt	󰦪	249;240;107
extension	txz	󰗄	255;177;195
extension	udev	󰈔	138;138;138
extension	udev-r1	󰈔	138;138;138
extension	udev-rules	󰈔	138;138;138
extension	uifont	󰈔	138;138;138
extension	unmask	󰈔	138;138;138
extension	use	󰈔	138;138;138
extension	vblade0-r2	󰈔	138;138;138
extension	vdf	󰬃	164;153;120
extension	vert	󰫴	164;153;120
extension	vim		255;220;185
extension	vlpset	󰈔	138;138;138
extension	vmdk	󰈔	138;138;138
extension	vrmanifest	󰈔	138;138;138
extension	wasm	󰈔	138;138;138
extension	wav	󰈣	255;220;185
extension	webalizer	󰈔	138;138;138
extension	webm	󰈫	138;138;138
extension	webmanifest	󰘦	249;240;107
extension	webp	󰈟	164;153;120
extension	weekly	󰈔	138;138;138
extension	wgsl	󰬄	164;153;120
extension	wma	󰈣	164;153;120
extension	wmv	󰈫	164;153;120
extension	woff2	󰈔	138;138;138
extension	wrapper	󰈔	138;138;138
extension	x86_64	󰈔	138;138;138
extension	xbel	󰈔	138;138;138
extension	xinetd	󰈔	138;138;138
extension	xls	󱎏	255;220;185
extension	xlsm	󱎏	255;220;185
extension	xlsx	󱎏	255;220;185
extension	xlt	󱎏	255;220;185
extension	xltm	󱎏	255;220;185
extension	xltx	󱎏	255;220;185
extension	xml	󰗀	206;118;136
extension	xpi	󰈔	138;138;138
extension	xpm	󰍹	249;240;107
extension	xresources	󰈔	138;138;138
extension	xsession	󰈔	138;138;138
extension	xz	󰗄	255;220;185
extension	yaml		255;177;195
extension	yml		255;177;195
extension	yuck	󰬆	249;240;107
extension	z	󰗄	138;138;138
extension	zathurarc	󰈔	138;138;138
extension	zip	󰗄	181;169;133
extension	zo	󰈔	138;138;138
extension	zone-r3	󰈔	138;138;138
extension	zprofile	󰈔	138;138;138
extension	zsh		255;220;185
extension	zshrc	󰈔	138;138;138
extension	zsh-template	󰈔	138;138;138
extension	zsh-theme		255;220;185
extension	zst	󰗄	249;240;107
extension	zunit		255;220;185
extension	zwc	󰈔	138;138;138
file	auto.master	󰒓	138;138;138
file	.bash_profile	󰒓	255;220;185
file	.bashrc	󰒓	255;220;185
file	build.xml	󰫮	255;177;195
file	CHANGELOG	󰉻	164;153;120
file	CHANGELOG.md	󰉻	164;153;120
file	cm3.cfg	󰫺	255;220;185
file	CMakeCache.txt	󱁤	255;177;195
file	CMakeLists.txt	󱁤	206;118;136
file	CODE_OF_CONDUCT	󱃱	255;177;195
file	CODE_OF_CONDUCT.md	󱃱	255;177;195
file	CODEOWNERS	󰜻	255;177;195
file	config.ld	󰢱	181;169;133
file	constraints.txt	󱘎	255;177;195
file	.containerignore	󰒓	138;138;138
file	CONTRIBUTING	󰺾	181;169;133
file	CONTRIBUTING.md	󰺾	181;169;133
file	devcontainer.json		181;169;133
file	.dockerignore	󰡨	206;118;136
file	.DS_Store	󰒓	255;177;195
file	example.gitolite.rc		181;169;133
file	.fdignore	󰒓	249;240;107
file	FUNDING.yml	󰇁	255;220;185
file	.git	󰊢	206;118;136
file	.gitkeep	󰊢	255;177;195
file	.gitlab-ci.yml	󰮠	206;118;136
file	.gitolite.rc		181;169;133
file	gitolite.rc		181;169;133
file	GNUmakefile.am	󱁤	255;177;195
file	go.sum	󰟓	164;153;120
file	.go-version		164;153;120
file	go.work.sum	󰟓	164;153;120
file	.ignore	󰒓	138;138;138
file	.indent.pro	󰉶	255;220;185
file	indent.pro	󰉶	255;220;185
file	init.lua		255;220;185
file	ipf.rules	󰒓	181;169;133
file	.keep	󰊢	138;138;138
file	LICENSE		164;153;120
file	LICENSE.md		164;153;120
file	LICENSE.txt		164;153;120
file	lltxxxxx.txt	󰫴	255;177;195
file	lynx.cfg	󰒓	255;177;195
file	.mailmap	󰊢	164;153;120
file	main.cf.proto	󰒓	206;118;136
file	makefile.am	󱁤	255;177;195
file	Makefile.am	󱁤	255;177;195
file	maxima-init.mac	󰫺	138;138;138
file	meson_options.txt	󰫺	164;153;120
file	NEWS	󰎕	164;153;120
file	NEWS.md	󰎕	164;153;120
file	.npmignore	󰒓	138;138;138
file	.nvmrc	󰒓	255;220;185
file	.oelint.cfg	󰯂	181;169;133
file	PKGBUILD	󱁤	255;177;195
file	.prettierignore		206;118;136
file	pudb.cfg	󰯂	181;169;133
file	README		249;240;107
file	README.md		249;240;107
file	README.txt		249;240;107
file	requirements.txt	󱘎	255;177;195
